state,city,bars__name,bars__image_url,bars__url,bars__rating,bars__location__address1,bars__location__address2,bars__location__address3,bars__location__city,bars__location__zip_code,bars__location__country,bars__location__state,bars__location__display_address__001,bars__location__display_address__002,bars__location__display_address__003,bars__location__display_address__004,bars__review_count
Arizona,Phoenix,The Mission Old Town,https://s3-media1.fl.yelpcdn.com/bphoto/HTZWGBk1MiwTJIp2AChreg/o.jpg,https://www.yelp.com/biz/the-mission-old-town-scottsdale?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,3815 N Brown Ave,,,Scottsdale,85251,US,AZ,3815 N Brown Ave,"Scottsdale, AZ 85251",,,1922
Arizona,Phoenix,Cornish Pasty,https://s3-media2.fl.yelpcdn.com/bphoto/AJN0Bvsn9IY-VVQnnHWoSA/o.jpg,https://www.yelp.com/biz/cornish-pasty-tempe-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,960 W University Dr,Ste 103,,Tempe,85281,US,AZ,960 W University Dr,Ste 103,"Tempe, AZ 85281",,1624
Arizona,Phoenix,Hash Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/b4bz8utUDTJiVZGTSCQdwA/o.jpg,https://www.yelp.com/biz/hash-kitchen-scottsdale-5?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,8777 N Scottsdale Rd,null,,Scottsdale,85253,US,AZ,8777 N Scottsdale Rd,"Scottsdale, AZ 85253",,,1596
Arizona,Phoenix,Postino Arcadia,https://s3-media2.fl.yelpcdn.com/bphoto/h2Nf26KCKc1TRwSN7o_0rA/o.jpg,https://www.yelp.com/biz/postino-arcadia-phoenix?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,3939 E Campbell Ave,,,Phoenix,85018,US,AZ,3939 E Campbell Ave,"Phoenix, AZ 85018",,,1255
Pennsylvania,Philadelphia,Monk's Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/uXz6e2V3imYeICBWP6f4JA/o.jpg,https://www.yelp.com/biz/monks-cafe-philadelphia-4?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,264 S 16th St,,,Philadelphia,19102,US,PA,264 S 16th St,"Philadelphia, PA 19102",,,2047
Pennsylvania,Philadelphia,The Continental Mid-town,https://s3-media1.fl.yelpcdn.com/bphoto/Adh6ViftRHHotBEOFXb9Xg/o.jpg,https://www.yelp.com/biz/the-continental-mid-town-philadelphia?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,1801 Chestnut St,,,Philadelphia,19103,US,PA,1801 Chestnut St,"Philadelphia, PA 19103",,,1458
Pennsylvania,Philadelphia,Village Whiskey,https://s3-media2.fl.yelpcdn.com/bphoto/_b_z3l8EzXTE1_vY4KXCXQ/o.jpg,https://www.yelp.com/biz/village-whiskey-philadelphia?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,118 S 20th St,,,Philadelphia,19103,US,PA,118 S 20th St,"Philadelphia, PA 19103",,,1455
Pennsylvania,Philadelphia,Alma de Cuba,https://s3-media1.fl.yelpcdn.com/bphoto/94OrcE05pdDkX_eMg6-SDA/o.jpg,https://www.yelp.com/biz/alma-de-cuba-philadelphia?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1623 Walnut St,null,,Philadelphia,19103,US,PA,1623 Walnut St,"Philadelphia, PA 19103",,,1222
Pennsylvania,Philadelphia,Good Dog Bar,https://s3-media3.fl.yelpcdn.com/bphoto/mltnaJQV152mS1HtA-ZGUA/o.jpg,https://www.yelp.com/biz/good-dog-bar-philadelphia?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,224 S 15th St,null,,Philadelphia,19102,US,PA,224 S 15th St,"Philadelphia, PA 19102",,,1141
Texas,San Antonio,Rosario's Mexican Cafe Y Cantina,https://s3-media4.fl.yelpcdn.com/bphoto/e2g2vcRO790bK4ad8rRTog/o.jpg,https://www.yelp.com/biz/rosarios-mexican-cafe-y-cantina-san-antonio?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,910 S Alamo St,,,San Antonio,78205,US,TX,910 S Alamo St,"San Antonio, TX 78205",,,2316
Texas,San Antonio,The Esquire Tavern,https://s3-media3.fl.yelpcdn.com/bphoto/tIrzyaUuXJmHwIfbnY3PVw/o.jpg,https://www.yelp.com/biz/the-esquire-tavern-san-antonio?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,155 E Commerce St,,,San Antonio,78205,US,TX,155 E Commerce St,"San Antonio, TX 78205",,,2111
Texas,San Antonio,Gristmill River Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/3JokrmbtTAMmgA9G_dvjHA/o.jpg,https://www.yelp.com/biz/gristmill-river-restaurant-new-braunfels?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1287 Gruene Rd,,,New Braunfels,78130,US,TX,1287 Gruene Rd,"New Braunfels, TX 78130",,,1386
Texas,San Antonio,Dough Pizzeria Napoletana,https://s3-media3.fl.yelpcdn.com/bphoto/iaWT-t672C2Bc51DtiyQlg/o.jpg,https://www.yelp.com/biz/dough-pizzeria-napoletana-san-antonio?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,6989 Blanco Rd,,,San Antonio,78216,US,TX,6989 Blanco Rd,"San Antonio, TX 78216",,,1376
Texas,San Antonio,Zinc Bistro & Wine Bar,https://s3-media2.fl.yelpcdn.com/bphoto/ukLxB-PHib1y9nley2TRTw/o.jpg,https://www.yelp.com/biz/zinc-bistro-and-wine-bar-san-antonio?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,207 N Presa St,,,San Antonio,78205,US,TX,207 N Presa St,"San Antonio, TX 78205",,,1316
California,San Diego,Phil's BBQ,https://s3-media2.fl.yelpcdn.com/bphoto/gnn_uVDE447hgSHzYkiPDg/o.jpg,https://www.yelp.com/biz/phils-bbq-san-diego-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,3750 Sports Arena Blvd,,,San Diego,92110,US,CA,3750 Sports Arena Blvd,"San Diego, CA 92110",,,13036
California,San Diego,Slater's 50/50 - San Diego,https://s3-media3.fl.yelpcdn.com/bphoto/hn7TEZu7Bg_bp9c0sS-4LQ/o.jpg,https://www.yelp.com/biz/slaters-50-50-san-diego-san-diego?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,2750 Dewey Rd,Ste 193,,San Diego,92106,US,CA,2750 Dewey Rd,Ste 193,"San Diego, CA 92106",,4238
California,San Diego,CUCINA urbana,https://s3-media2.fl.yelpcdn.com/bphoto/v3r4uSP9xR8zF5Mx8hqThw/o.jpg,https://www.yelp.com/biz/cucina-urbana-san-diego?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,505 Laurel St,,,San Diego,92101,US,CA,505 Laurel St,"San Diego, CA 92101",,,3623
California,San Diego,Donut Bar,https://s3-media4.fl.yelpcdn.com/bphoto/ZbypIhVseF23UX3bn5DJcg/o.jpg,https://www.yelp.com/biz/donut-bar-san-diego?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,631 B St,null,,San Diego,92101,US,CA,631 B St,"San Diego, CA 92101",,,3585
California,San Diego,Blue Water Seafood Market & Grill,https://s3-media1.fl.yelpcdn.com/bphoto/HEHLKBq8RjI6cS7747Iatg/o.jpg,https://www.yelp.com/biz/blue-water-seafood-market-and-grill-san-diego?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,3667 India St,null,,San Diego,92103,US,CA,3667 India St,"San Diego, CA 92103",,,3310
Texas,Dallas,Meddlesome Moth,https://s3-media2.fl.yelpcdn.com/bphoto/qYAng2ZqsCMsJMfblMW02g/o.jpg,https://www.yelp.com/biz/meddlesome-moth-dallas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1621 Oak Lawn Ave,,,Dallas,75207,US,TX,1621 Oak Lawn Ave,"Dallas, TX 75207",,,1766
Texas,Dallas,Lockhart Smokehouse,https://s3-media2.fl.yelpcdn.com/bphoto/EQAj2q1lQFEc4FRqIcF23Q/o.jpg,https://www.yelp.com/biz/lockhart-smokehouse-dallas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,400 W Davis St,,,Dallas,75208,US,TX,400 W Davis St,"Dallas, TX 75208",,,1665
Texas,Dallas,Rodeo Goat,https://s3-media1.fl.yelpcdn.com/bphoto/qpdC5Q9ImVZj_e6EL_lMRA/o.jpg,https://www.yelp.com/biz/rodeo-goat-dallas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,1926 Market Center Blvd,,,Dallas,75207,US,TX,1926 Market Center Blvd,"Dallas, TX 75207",,,1519
Texas,Dallas,HG SPLY CO - Dallas,https://s3-media3.fl.yelpcdn.com/bphoto/4EABnvb9y43BBzTElotvQQ/o.jpg,https://www.yelp.com/biz/hg-sply-co-dallas-dallas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,2008 Greenville Ave,,,Dallas,75206,US,TX,2008 Greenville Ave,"Dallas, TX 75206",,,1365
Texas,Dallas,Twisted Root Burger Co - Deep Ellum,https://s3-media4.fl.yelpcdn.com/bphoto/rkPKd7e6N6EFJ-Fh1VPyXQ/o.jpg,https://www.yelp.com/biz/twisted-root-burger-co-deep-ellum-dallas?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,2615 Commerce St,null,,Dallas,75226,US,TX,2615 Commerce St,"Dallas, TX 75226",,,1176
California,San Jose,Alexander's Steakhouse - Cupertino,https://s3-media2.fl.yelpcdn.com/bphoto/O7uJh1Gv0j95Ckz4DR-N2g/o.jpg,https://www.yelp.com/biz/alexanders-steakhouse-cupertino-cupertino?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,19379 Stevens Creek Blvd,null,,Cupertino,95014,US,CA,19379 Stevens Creek Blvd,"Cupertino, CA 95014",,,3447
California,San Jose,Maggiano's Little Italy,https://s3-media2.fl.yelpcdn.com/bphoto/AMo9gOA4omNUK1C56VzIdg/o.jpg,https://www.yelp.com/biz/maggianos-little-italy-san-jose?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,3055 Olin Ave,Ste 1000,,San Jose,95128,US,CA,3055 Olin Ave,Ste 1000,"San Jose, CA 95128",,3328
California,San Jose,The Counter Santana Row,https://s3-media4.fl.yelpcdn.com/bphoto/vzn_8eu9VaWHof5yDN9vyw/o.jpg,https://www.yelp.com/biz/the-counter-santana-row-san-jose-3?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,3055 Olin Ave,Ste 1035,,San Jose,95128,US,CA,3055 Olin Ave,Ste 1035,"San Jose, CA 95128",,3313
California,San Jose,Yard House,https://s3-media2.fl.yelpcdn.com/bphoto/r8KsIhPUX-_ZOlJh5o2VWg/o.jpg,https://www.yelp.com/biz/yard-house-san-jose-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,300 Santana Row,,,San Jose,95128,US,CA,300 Santana Row,"San Jose, CA 95128",,,3277
California,San Jose,Cascal,https://s3-media2.fl.yelpcdn.com/bphoto/LRdfp-oC5yq0u0ukfvFzJg/o.jpg,https://www.yelp.com/biz/cascal-mountain-view?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,3.5,400 Castro St,,,Mountain View,94041,US,CA,400 Castro St,"Mountain View, CA 94041",,,2784
Texas,Austin,Uchi,https://s3-media3.fl.yelpcdn.com/bphoto/nsElnwpxdmbsjBY1KC2ZIg/o.jpg,https://www.yelp.com/biz/uchi-austin?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,801 S Lamar Blvd,,,Austin,78704,US,TX,801 S Lamar Blvd,"Austin, TX 78704",,,2144
Texas,Austin,Banger's Sausage House & Beer Garden,https://s3-media1.fl.yelpcdn.com/bphoto/Tc2GN11rGqWksXappbxptQ/o.jpg,https://www.yelp.com/biz/bangers-sausage-house-and-beer-garden-austin?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,79 & 81 Rainey St,,,Austin,78701,US,TX,79 & 81 Rainey St,"Austin, TX 78701",,,1993
Texas,Austin,Hopdoddy Burger Bar,https://s3-media1.fl.yelpcdn.com/bphoto/SS6DmrvfTVgwnBZDFmxcYQ/o.jpg,https://www.yelp.com/biz/hopdoddy-burger-bar-austin-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,2438 W Anderson Ln,,,Austin,78757,US,TX,2438 W Anderson Ln,"Austin, TX 78757",,,1606
Texas,Austin,Sway,https://s3-media3.fl.yelpcdn.com/bphoto/PbZvusFUmiNMtzPZOgkagg/o.jpg,https://www.yelp.com/biz/sway-austin?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4,1417 S 1st St,,,Austin,78704,US,TX,1417 S 1st St,"Austin, TX 78704",,,1473
Texas,Austin,Odd Duck,https://s3-media2.fl.yelpcdn.com/bphoto/bRjEjqJFAYUrsZQIlXZSTw/o.jpg,https://www.yelp.com/biz/odd-duck-austin-2?adjust_creative=BpXhmQxwiLhi-ASFk8Yztw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BpXhmQxwiLhi-ASFk8Yztw,4.5,1201 S Lamar Blvd,,,Austin,78704,US,TX,1201 S Lamar Blvd,"Austin, TX 78704",,,1423
